id,name,created_at,advertisers_entities.id,entities.short_name,entities.is_active,entities.is_political,countries.name,countries.alpha2,advertisers_platforms.advertiser_platform_ref,advertisers_platforms.advertiser_platform_name,platforms.name
250f4317-e16e-4e82-90e3-e9ea5beb6441,Руслан Калінін,2022-08-16T15:23:59.951Z,690089c2-f3b8-40e7-b457-0a05d1983ba8,ГП,true,true,Ukraine,ua,104638966277740,Руслан Калінін,Facebook
8a661e3e-e453-4577-8556-32b5f9049aeb,"Політична партія ""Громадянська позиція""",2022-08-16T15:23:59.929Z,a4fddb42-1e6d-4078-bdbf-53f9b616169d,ГП,true,true,Ukraine,ua,679639232122428,"Політична партія ""Громадянська позиція""",Facebook
417bfc0d-274f-4d0a-89ee-c89c2e88097f,"Політична партія ""Народний фронт""",2022-08-16T15:24:00.018Z,dca69459-1eb5-4a93-926a-c1127c3debcc,НФ,true,true,Ukraine,ua,591654564290341,"Політична партія ""Народний фронт""",Facebook
6fbacb18-a66c-4be1-b7eb-df4afeb9f564,Яценюк Арсеній Петрович,2022-08-16T15:24:00.155Z,9291be5b-747a-4fae-900b-3d25050647e5,НФ,true,true,Ukraine,ua,238602989627177,Яценюк Арсеній Петрович,Facebook
dea1a507-e473-4b60-b94c-94f56bba5080,"Політична партія ""Народний фронт""",2022-08-16T15:24:00.019Z,470efb40-e560-4227-920a-32d94d8e9ca7,НФ,true,true,Ukraine,ua,1551284341771220,"Політична партія ""Народний фронт""",Facebook
39103d4e-d0de-4f27-bed2-e0bce15c8d84,Олег Тягнибок,2022-08-16T15:23:59.954Z,30703226-4a4e-47d4-b57f-2e643d4ed902,СВО,true,true,Ukraine,ua,128530723861870,Олег Тягнибок,Facebook
4ec1235a-199c-4096-b8eb-97275178cf20,"Всеукраїнське об""єднання ""Свобода""",2022-08-16T15:23:59.952Z,b86bef3e-db4f-4e6d-9922-2f12cd95edff,СВО,true,true,Ukraine,ua,241290576315289,"Всеукраїнське об""єднання ""Свобода""",Facebook
38c24be2-9c2f-4447-b412-40c0d3212e2e,Добкін Михайло Маркович,2022-08-16T15:23:59.831Z,dc4faf19-3861-41a8-96b6-fc1a57f14257,ОПБ,true,true,Ukraine,ua,108317246298216,Добкін Михайло Маркович,Facebook
7efe3de9-7504-41bf-a178-bc47d5b4e538,"Політична партія ""Опозиційний блок""",2022-08-16T15:23:59.828Z,82dae962-63e3-491a-8a91-2bf7da1afb02,ОПБ,true,true,Ukraine,ua,416962185310847,"Політична партія ""Опозиційний блок""",Facebook
820d9018-ac93-47ca-9b0a-dd2c007d36dc,Бойко Юрій Анатолійович,2022-08-16T15:23:59.828Z,06c7ac05-80de-4a34-8821-ed7c3e79635e,ОПБ,true,true,Ukraine,ua,1340075276024460,Бойко Юрій Анатолійович,Facebook
8aa4e18b-8cd4-4df4-8a24-ba67c6a01c50,"Політична партія ""За Життя""",2022-08-16T15:23:59.885Z,7ad79fbc-02b2-4e2f-8a20-14a779cbf6b7,ОПБ,true,true,Ukraine,ua,1484995575115370,"Політична партія ""За Життя""",Facebook
a71207da-5e22-4180-91b1-e1574f3bbbce,Дніпровська міська організація ПП «Опозиційна платформа - За життя»,2022-08-16T15:24:34.720Z,40a8522f-4ab1-450e-922b-918b0812b637,ОПБ,true,true,Ukraine,ua,881252098683700,Дніпровська міська організація ПП «Опозиційна платформа - За життя»,Facebook
aa37649a-5f90-4162-8b18-c36ab9487dfd,Юрий Бойко,2022-08-16T15:24:30.540Z,45598941-f481-45e8-b5b5-1e2a3229be6f,ОПБ,true,true,Ukraine,ua,129208948004188,Юрий Бойко,Facebook
c5321366-2142-4346-ab4c-5983d98e5239,Вілкул Олександр Юрійович,2022-08-16T15:23:59.862Z,8027576f-d8a9-4923-b729-901d1683c3cf,ОПБ,true,true,Ukraine,ua,475171112575041,Вілкул Олександр Юрійович,Facebook
b03d1ba6-c09a-4547-94d0-7928a2f8fd18,Радикальна партія Олега Ляшка,2022-08-16T15:23:59.886Z,4ee605bd-dccc-4212-a53d-516751ea9d89,РПОЛ,true,true,Ukraine,ua,1811117629112570,Радикальна партія Олега Ляшка,Facebook
e4759db4-b6ad-4cbb-a9b5-c9fe82df6976,Ляшко Олег Валерійович,2022-08-16T15:23:59.929Z,32d373d1-b435-4d0e-9696-647b4bd90930,РПОЛ,true,true,Ukraine,ua,112979875437285,Ляшко Олег Валерійович,Facebook
11f952d9-378f-48f5-a494-0703f98ba665,Безсмертний Роман Петрович,2022-08-16T15:24:00.291Z,f543edef-eaa8-487f-acb7-404fc2058db0,ІНШ,true,true,Ukraine,ua,192007394832020,Безсмертний Роман Петрович,Facebook
1b63218b-9c75-46e9-b1c9-ec6e825fe265,ДемАльянс,2022-08-16T15:24:34.616Z,9c81f034-7a2a-414d-98b1-c8cdc0028a6a,ІНШ,true,true,Ukraine,ua,102767826462576,ДемАльянс,Facebook
3bc1d3a6-95f9-4e65-b00c-8583bf6e2368,Кива Ілля Володимирович,2022-08-16T15:24:00.264Z,d946e283-f0b7-4593-a631-abf74323bf9f,ІНШ,true,true,Ukraine,ua,119308738227285,Кива Ілля Володимирович,Facebook
7b84c419-f77f-4229-bb23-fb88e5852432,Європейська партія України,2022-08-16T15:24:34.724Z,57af0ec0-98f4-4051-a817-8c70e4b893d5,ІНШ,true,true,Ukraine,ua,126378801359111,Європейська партія України,Facebook
7e7dfa4d-6db0-4622-a75c-98dec121517a,"Дерев""янко Юрій Богданович",2022-08-16T15:24:00.293Z,a516ba09-ea05-41a0-a605-8077224d5201,ІНШ,true,true,Ukraine,ua,909814855752923,"Дерев""янко Юрій Богданович",Facebook
a94c37b3-12d1-415c-86fe-85cd9b96e5d9,"УКРОП Українське об""єднання патріотів",2022-08-16T15:24:00.208Z,d92602f7-7779-4911-b95d-a010a2d8d498,ІНШ,true,true,Ukraine,ua,1454106404910980,"УКРОП Українське об""єднання патріотів",Facebook
cf26cdd4-3da4-453c-ac7b-27b259e84a20,Ігор Шевченко,2022-08-16T15:24:34.717Z,e6673402-932d-422a-8ee7-2ecc7cf07279,ІНШ,true,true,Ukraine,ua,847102378703352,Ігор Шевченко,Facebook
d884cee1-c593-4dcb-94ce-c089a7f76480,Соціалістична партія України,2022-08-16T15:24:00.224Z,9fbd67b6-2830-462a-a84b-3cfe6fc0392e,ІНШ,true,true,Ukraine,ua,107774893350128,Соціалістична партія України,Facebook
f9f20477-acc4-4006-b4b4-3c7d8b0436f9,Шевченко Олександр Леонідович,2022-08-16T15:24:00.224Z,5216ea4b-c686-4add-834d-191004ee3f1c,ІНШ,true,true,Ukraine,ua,284547831659669,Шевченко Олександр Леонідович,Facebook
93f70925-a500-4f14-8ff6-7dea44476925,Наливайченко Валентин Олександрович,2022-08-16T15:24:00.199Z,a097f384-abad-4bd0-8d3a-9d161a1258b8,СПР,true,true,Ukraine,ua,1702596069976390,Наливайченко Валентин Олександрович,Facebook
fb064ed1-a2d0-410e-8fa8-d3f3f4d67e08,"Політична партія ""Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",2022-08-16T15:24:00.194Z,9cfd776f-e9d6-4475-920a-bc23e8d7d970,СПР,true,true,Ukraine,ua,1026641760730410,"Політична партія ""Громадсько-політичний рух Валентина Наливайченка ""Справедливість""",Facebook
